	StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity
GSM388108	-734.139582223308	-576.641267911595	-1310.7808501349	0.91608944852446
GSM388109	-743.840148486725	-409.817558412555	-1153.65770689928	0.906598620896176
GSM388110	-881.260609588688	-863.573346203908	-1744.8339557926	0.939761017381171
GSM388111	-118.160743733751	401.768192924324	283.607449190573	0.798126292287319
GSM388112	-958.961513259633	-826.973791600024	-1785.93530485966	0.941806243759428
GSM388113	-259.245536299194	-511.908959546826	-771.15449584602	0.881488710123215
GSM388114	1073.41694035519	3179.01185626859	4252.42879662377	0.334996867803872
GSM388115	1815.10978471537	2676.59653358827	4491.70631830364	0.301703339219022
GSM388116	1872.99713516204	2670.07842599611	4543.07556115814	0.294505790406363
GSM388117	1296.60586270818	1083.89015259963	2380.49601530781	0.578085057646753
GSM388118	1314.34523644387	1048.45347875773	2362.79871520161	0.580202814512086
GSM388119	1303.11586660813	1444.26977162761	2747.38563823574	0.533323637898207
GSM388120	1301.99240938583	1455.57979926541	2757.57220865125	0.532058176080041
GSM388121	1232.68810044444	521.041605466781	1753.72970591122	0.65060584889494
GSM388122	2109.83274450853	1998.4596530111	4108.29239751963	0.35485545604138
GSM388123	1552.82338573294	1624.01116453208	3176.83455026502	0.478974980994882
GSM388124	1420.97932319989	3131.69628515557	4552.67560835545	0.293158820239202
GSM388125	1985.24097437572	2655.86736891349	4641.10834328921	0.280723902242476
GSM388126	897.974990555755	1552.33915160727	2450.31414216303	0.569692317674615
GSM388127	1433.23081334737	1471.06217460382	2904.29298795119	0.513700727674631
GSM388128	2105.55964180818	2146.59765808503	4252.15729989322	0.335034417396748
GSM388129	954.877030466907	845.607873358636	1800.48490382554	0.645378606503906
GSM388130	1915.82075987617	2321.99018928191	4237.81094915808	0.337017843571277
GSM388131	1703.87498751175	1869.12069802049	3572.99568553224	0.427146752400454
GSM388132	1182.58160375418	1466.68940586298	2649.27100961716	0.545450796522784
GSM388133	1618.30051092889	1769.83077081776	3388.13128174665	0.451522330146379
GSM388134	1411.99299890758	1711.47675073387	3123.46974964145	0.485836539510175
GSM388135	1373.55756737411	914.241096955448	2287.79866432955	0.589134107713469
GSM388136	2020.80411124575	2304.90823187213	4325.71234311788	0.324842064253691
GSM388137	740.307517130266	1497.81765898224	2238.1251761125	0.595010177284344
GSM388138	806.245492454759	385.164861833946	1191.4103542887	0.711003255595435
GSM388139	1443.99971601882	1541.51535028404	2985.51506630286	0.503435355014743
GSM388140	841.575378614252	876.431117574498	1718.00649618875	0.654579073423716
GSM388141	1924.35543753856	2500.35459478876	4424.71003232732	0.311064617406142
GSM388142	1183.77351467559	1029.77683651812	2213.5503511937	0.597905551601951
GSM388143	1245.92179121655	1515.52512459732	2761.44691581387	0.531576514771954
GSM388144	1390.46655930345	604.636509718752	1995.1030690222	0.623296445166485
GSM388145	997.586050949293	933.804065123528	1931.39011607282	0.630582461987453
GSM388146	1302.91602125985	775.741831656954	2078.65785291681	0.613658851271213
GSM388147	1478.66848057264	1915.88422728594	3394.55270785858	0.450681093732482
GSM388148	792.713202959413	639.121791830828	1431.83499479024	0.685749059253178
GSM388149	1923.884434145	1998.71314635694	3922.59758050193	0.380204418128739
GSM388150	1626.44864967792	1119.18746414699	2745.63611382491	0.533540858691614
GSM388151	1946.06218075689	2763.1230612799	4709.18524203679	0.27111897547442
GSM388152	1912.25243570808	2287.18298271073	4199.43541841881	0.342316006088009
GSM388153	1208.10786094618	1573.20969952729	2781.31756047347	0.529103714304034
GSM414924	296.857540818545	467.156222617457	764.013763436002	0.75369141028947
GSM414925	997.843119985	811.856494754587	1809.69961473959	0.644344805868466
GSM414926	49.004868406958	622.592763296182	671.59763170314	0.762537497599546
GSM414927	234.78141268389	447.931852651956	682.713265335846	0.761480899356954
GSM414928	134.59062370124	770.37883019532	904.96945389656	0.739932566411701
GSM414929	436.124030503169	962.724214322532	1398.8482448257	0.689265251002277
GSM414930	22.1115232688059	-340.0873854615	-317.975862192694	0.848150527950051
GSM414931	1029.06775632875	307.223602749438	1336.29135907819	0.695888993434541
GSM414932	1797.71510659682	1994.55751138328	3792.2726179801	0.397827333179138
GSM414933	352.479028726935	-141.687065193224	210.791963533711	0.804520277223413
GSM414934	2236.80830295535	2463.12746059193	4699.93576354728	0.272425589218937
GSM414935	1863.14132799889	1616.97677151968	3480.11809951857	0.439433710576494
GSM414936	1328.30659036387	1766.45811353614	3094.76470390001	0.489515083375492
GSM414937	1715.10284731464	2004.78824636144	3719.89109367608	0.407552498515607
GSM414938	64.7284086599004	962.93895765944	1027.66736631934	0.727697804255808
GSM414939	1578.58370123058	1877.31009973677	3455.89380096735	0.442625053403884
GSM414940	1824.6376003432	2327.61571848934	4152.25331883254	0.348815107048637
GSM414941	1260.18997660315	1398.3074879815	2658.49746458465	0.544315169130029
GSM414942	-305.279025193249	-818.711163455386	-1123.99018864864	0.904752310479695
GSM414943	1764.44926317644	2205.09205266124	3969.54131583768	0.373822127830417
GSM414944	286.218555232043	1313.28465945496	1599.503214687	0.667629817999717
GSM414945	-511.329456312475	-639.520184426425	-1150.8496407389	0.906424601526267
GSM414946	948.473916703656	542.992521485736	1491.46643818939	0.679351955159155
GSM414947	47.4245907895061	145.327481074487	192.752071863993	0.80609019637965
GSM414948	1012.08231166635	1351.28728386774	2363.36959553409	0.580134560850202
GSM414949	1772.71772258507	1827.50220553125	3600.21992811631	0.423530055258766
GSM414950	1826.83501780867	2321.2074496462	4148.04246745486	0.349394322358992
GSM414951	1721.46116901823	2202.80722587602	3924.26839489425	0.379977568654752
GSM414952	1784.55029398657	2835.38061063437	4619.93090462094	0.283706142042708
GSM414953	2315.73463917215	2876.60053141719	5192.33517058933	0.202230114705683
GSM414954	1419.60866529311	2164.69298964122	3584.30165493434	0.425645597316016
GSM414955	1906.58561074322	2478.51071225258	4385.0963229958	0.31658567933677
GSM414956	2028.75094211637	1891.03738917933	3919.7883312957	0.380585783385258
GSM414957	765.492451172621	792.148527423363	1557.64097859598	0.672192015055824
GSM414958	702.366233684807	912.534827438579	1614.90106112339	0.665945391319934
GSM414959	1003.11991041027	1823.15576871372	2826.27567912399	0.52349232444979
GSM414960	192.286940426006	1588.06331430466	1780.35025473067	0.647633406276461
GSM414961	1863.50085471638	2166.30990782997	4029.81076254635	0.365602143746958
GSM414962	236.892770604698	1259.64389620528	1496.53666680997	0.678805626489871
GSM414963	1850.21399457053	2190.70418827677	4040.9181828473	0.364084091414694
GSM414964	1533.2184210948	2226.9306780797	3760.14909917449	0.402149049947992
GSM414965	1001.57123908878	1769.6587551796	2771.22999426838	0.530359624377845
GSM414966	-1241.04556853996	-1083.76499444075	-2324.81056298072	0.965423831380623
GSM414967	101.102319391256	471.637211480545	572.739530871801	0.771844832229094
GSM414968	1919.7029389843	2025.46006191136	3945.16300089566	0.377138744711629
GSM414969	829.443047955263	1062.63085076441	1892.07389871967	0.635051065283841
GSM414970	1757.34276131683	2457.14953004242	4214.49229135925	0.340238525345101
GSM414971	1426.95924701701	1475.97874113423	2902.93798815124	0.513871366135083
GSM414972	-976.337036773204	-936.626035307677	-1912.96307208088	0.94791019816647
GSM414973	901.664755121808	1470.67913500463	2372.34389012644	0.579061071541973
GSM414974	1245.60525996958	1180.01510443433	2425.6203644039	0.572667606903324
GSM414975	-1039.19533468932	-1201.38043539507	-2240.57577008439	0.962126821716655
