	logFC	AveExpr	t	P.Value	adj.P.Val	B
SAFB	0.0264128852669125	6.24697132655951	0.940484229901089	0.347615125211495	0.38583411224497	-6.78999701332097
C2orf68	0.034706369451381	6.28261516332273	0.940344674189274	0.347686580397718	0.385888139418027	-6.79012762038279
ITSN1	-0.0497667390532572	4.62928669032782	-0.939991696452485	0.347867353600482	0.386042361516865	-6.79045787826166
ZSCAN30	-0.0225053644923755	3.38902060625662	-0.939984357745789	0.347871112665581	0.386042361516865	-6.79046474329408
NME6	0.0342722296964416	4.76975641377998	0.938116724673421	0.348828603251785	0.387079558436082	-6.79221009697544
CSMD2	-0.0332860638427105	4.32725320647286	-0.937608571397694	0.349089411908562	0.387343593222705	-6.79268438226577
MRI1	0.0266291612624608	5.45912905560506	0.936705873063937	0.349553026641978	0.387832608810263	-6.7935262859732
PPIB	-0.0307800495920551	10.223985561661	-0.935951422311735	0.349940804211689	0.388237423757024	-6.79422930722721
CAMKK2	0.0248581412366493	4.3257571685618	0.935101991053285	0.350377728417225	0.388696707229064	-6.79502015980795
RC3H1	0.0319600263045233	5.47076207661214	0.934993526744411	0.350433544497476	0.388733170308902	-6.79512109273427
CENPT	-0.0294387318885716	5.0639988802028	-0.934823515252261	0.350521044349522	0.388804772870672	-6.79527927578144
TACO1	-0.031512442037934	5.29126463415556	-0.934732736318507	0.35056777126098	0.388828504320235	-6.79536372710508
CXorf40A	0.0257292491000029	6.30893575030602	0.934692767804967	0.350588345630889	0.388828504320235	-6.79540090708566
HOXC5	-0.0280058082198156	3.58452981343761	-0.934589639802833	0.350641435811769	0.388861926196489	-6.79549683272156
ARL3	0.0315007777729556	4.97133238622615	0.934334494263472	0.350772806450976	0.388982151170433	-6.7957341138674
ATRAID	0.0303702193094844	8.2500703516822	0.933681575128106	0.351109127470962	0.38932962095687	-6.79634102434365
TEK	-0.0744102201355382	5.34495808240534	-0.933449411981129	0.351228764998753	0.389431447637208	-6.79655672612028
ALOX12P2	0.0306887619892751	4.01008967324894	0.933414155411502	0.351246935563689	0.389431447637208	-6.79658947817849
SPINDOC	-0.0283671514429983	4.96230314556931	-0.933104784235805	0.351406405233776	0.389582755540587	-6.79687681984752
SRC	0.0249910063615757	3.84253012952969	0.932277462644553	0.351833085911206	0.390030264729784	-6.79764476441545
MTRR	0.0271741836622098	6.28867416921359	0.932163987001768	0.351891635228277	0.390069644075842	-6.79775004303046
KLK5	-0.0666319411348189	3.91014454755613	-0.931943625922669	0.352005351253196	0.390146460272507	-6.79795444967921
CFL2	0.0578963357068016	6.61102346936216	0.931940440569825	0.352006995206906	0.390146460272507	-6.79795740405571
BAG1	0.0367805024354672	6.53239154740042	0.931751987144463	0.352104264300254	0.390228736489781	-6.79813217446498
SPART	0.0561441620958705	6.99652353145333	0.931483214564612	0.352243019201918	0.390356976663646	-6.79838137145668
IRF4	-0.0586484684396533	4.54025460980234	-0.931035744989803	0.352474104228666	0.390587513942147	-6.79879609166187
SCLT1	-0.0425835554488147	4.43827428205536	-0.930682608616762	0.352656541123787	0.390764116080386	-6.79912324272584
NUP214	-0.0269920472454021	6.25788303105634	-0.930596554435255	0.352701007424128	0.390787825610879	-6.79920294595275
TBC1D9	0.0594725293344453	7.18142853316425	0.930013552378997	0.353002352666022	0.391081914272619	-6.79974272825898
METTL23	-0.0321245883495895	7.38898522110836	-0.92999372054849	0.35301260632483	0.391081914272619	-6.7997610839746
ABHD17A	0.0360751508518808	6.98529902173394	0.929299247816448	0.353371789129239	0.391454231483738	-6.80040362035845
EWSR1	-0.0218736255320463	7.73906316321804	-0.929072878193838	0.353488918120501	0.391558377882775	-6.80061295764472
LRRC23	0.0373905514825118	4.39760115018781	0.928895633691397	0.353580645817534	0.391634375581864	-6.80077683062344
SLC25A44	-0.0491348787998487	5.04906894341838	-0.928793694152691	0.353633408481755	0.391667207563317	-6.80087106563672
ZNF460	0.0304270104638415	6.34168732382185	0.926988668348317	0.35456849552765	0.39267719104592	-6.80253796429195
PARP6	0.0328193674985475	7.316558774787	0.926238917725378	0.35495736162112	0.393082153746602	-6.80322939277442
ABCA7	0.031303006261531	4.99214254459052	0.926117479354787	0.355020372349132	0.393126232683638	-6.80334133222099
RGS7BP	-0.0464381842386915	3.56903978009703	-0.925755298972595	0.355208338989435	0.393308664780772	-6.80367509607343
ZNF605	0.0311071375420482	3.71995213113404	0.921977704613126	0.357172616815054	0.395457786199151	-6.80714855770505
CLASP2	0.0337220204906168	6.34817588091543	0.919715375603531	0.358352268009331	0.396737953080064	-6.80922198062227
SETD9	-0.0445091566250228	4.7181788540681	-0.918869161861833	0.358794142835656	0.397201201126389	-6.80999623219375
CD27	-0.0668059610079581	5.35803661162009	-0.917892596478087	0.359304511919681	0.397740209888218	-6.81088886870799
PATL2	-0.0428582160976628	4.69953923435157	-0.917803887324531	0.359350895465465	0.397765562544758	-6.81096990713771
FGF5	-0.0284164759548865	3.36239843214223	-0.917709446700968	0.359400279989627	0.397794233454706	-6.81105617286804
PP7080	0.0592633136744199	5.83827663608485	0.916857193750595	0.359846130471097	0.398261691505317	-6.81183425419949
UBTF	0.0307899165306658	5.76162926514104	0.914919634894394	0.360861048906642	0.39935134226366	-6.81360051008494
EMC3-AS1	0.0347427169009638	4.95851278257195	0.914887637804247	0.360877824520195	0.39935134226366	-6.81362964704418
MIIP	-0.0234767908885182	5.87457474621828	-0.914027483140497	0.361328975345506	0.399824472032978	-6.81441253480219
FAM126A	-0.0515653924392457	5.19107760098482	-0.913186070080078	0.361770639690708	0.400287043524532	-6.81517765538788
SCN8A	-0.0389900885293757	3.89144087786157	-0.913050442089384	0.361841863679751	0.400339701569785	-6.81530092010558
PYGO2	0.024590933390354	5.67599473912906	0.912909863876135	0.361915696553594	0.400395239003258	-6.81542866457295
MPPE1	0.0273379758680537	5.82073992495577	0.912648738295054	0.362052867091075	0.400510322626108	-6.81566589937569
ZMIZ2	0.0297890894948067	5.82117165192059	0.912621826315087	0.362067005944287	0.400510322626108	-6.81569034529811
PTPN18	0.0387390408037291	4.89751342378102	0.912264445621918	0.362254797390778	0.400691888201096	-6.816014909677
NEK5	0.0242864366560943	3.26360378119957	0.911953335790881	0.362418324946471	0.400846593405146	-6.81629734898471
PRG4	0.0669348077148017	3.59028474897256	0.910115611926771	0.363385228176402	0.401889780329584	-6.81796376030234
LMTK3	-0.0349695987294652	4.20059480476544	-0.909413864917637	0.363754873834068	0.40227233077093	-6.81859920780351
AUP1	-0.027416249723232	7.80653422678723	-0.908423091497224	0.364277166292752	0.402823630589413	-6.81949554453207
CLPTM1L	0.033620274840894	8.13024187948887	0.907384509085997	0.364825166696244	0.403403284845586	-6.82043408930261
XPO5	0.0289645029317619	5.5492836631468	0.906916327816026	0.365072368158256	0.403643653386577	-6.82085682530099
OSTC	0.0382854370277871	8.92878296089622	0.906882555585061	0.365090204084364	0.403643653386577	-6.82088731094265
CHD2	0.0349867221781223	6.77915868467874	0.905897493462134	0.365610679493952	0.404192710998338	-6.82177601331028
TMEM38B	-0.0376773325600441	4.99342660642057	-0.905660810425813	0.365735804535736	0.404304654713871	-6.82198940053953
GPS1	-0.0237495800340921	6.39005925261261	-0.905223180975485	0.365967232755745	0.404534089584491	-6.82238380961761
ATP8A2	-0.0291191377119055	3.49504151180443	-0.905166840218768	0.365997033671465	0.404540633589626	-6.82243457236389
CALCOCO2	0.0280207051033763	5.0760994936732	0.904443904523505	0.366379558669281	0.404937021195121	-6.82308565482383
PPP3CC	0.0355727902272153	6.23255762738122	0.903183438177133	0.367047104492186	0.405648352694261	-6.82421960386858
ANKRD17	0.0282361390711988	7.58059065566361	0.900982375796993	0.368214616175771	0.406912101116678	-6.8261959638663
MIR570HG	-0.0614174852837386	6.34443979058336	-0.900924897342549	0.368245135601252	0.406919282262571	-6.82624751014281
FAM96A	-0.0385049073508956	8.00533231693328	-0.899731386954426	0.368879212980447	0.407593364287311	-6.82731710227377
ZNF519	0.0263591409496667	3.77666549193842	0.899616845171368	0.368940101550487	0.407634054282888	-6.82741967733732
C5orf66	-0.0255493376720475	4.75468859867016	-0.898784964617872	0.369382504232864	0.40809623829027	-6.8281642573801
IDE	-0.0385469200769439	7.13934410290847	-0.89870394861128	0.369425607075921	0.408117241676412	-6.82823673463872
GREM2	-0.0612118518174975	3.65682919272081	-0.898231240802992	0.36967716382132	0.408366975599175	-6.82865949135099
FMNL1	0.0440718267483239	5.16364543313364	0.898188567299632	0.36969987826381	0.408366975599175	-6.82869764464414
PSORS1C3	0.0550725130545335	3.35210921508177	0.89811293468917	0.369740138466815	0.408384817475898	-6.8287652614032
ZNF133	0.0319843743619703	5.60058146940016	0.89736153746084	0.370140265417912	0.40880011058674	-6.82943671463893
USF1	0.0366202199412963	4.78559920475274	0.897106677899422	0.370276042153645	0.408923407919861	-6.8296643316774
CRTAM	0.0598713737601349	3.54306885077951	0.894070091649392	0.371896176649148	0.410682821855483	-6.83237137863426
HSD17B12	0.0314795164739596	4.39992828427077	0.89402988018258	0.371917660571722	0.410682821855483	-6.8324071649382
CCL23	-0.0376457301265029	3.07654142630605	-0.893448835881845	0.372228183423814	0.41099891977574	-6.83292408804677
GPR132	0.0387480085646663	3.64181520372778	0.893263574255993	0.372327225233102	0.411081483115998	-6.83308883477405
LOC339803	0.0360414307335269	3.68203232299303	0.892486916591968	0.372742608869506	0.411513281689874	-6.83377911931234
EIF1B	-0.0333828609480886	7.86948356569013	-0.890185898256161	0.373974965374367	0.412846915180305	-6.83582072965537
CXCL17	0.139498845054526	6.14678782661103	0.889016409999194	0.374602277414892	0.413512483996369	-6.83685636333485
SNX29P2	-0.0313028734215964	4.0972575901801	-0.888686424622407	0.374779399276149	0.413681046702155	-6.837148334847
UBB	-0.0303240083255984	11.0375153230613	-0.887834344880061	0.375236999178799	0.414159158593227	-6.83790175711242
ZNF256	0.034516531458084	4.04654387811889	0.887683817557985	0.375317874211403	0.414221433913686	-6.83803478095196
TMEM178A	-0.0388967425696496	5.61907446958516	-0.886670394994708	0.375862645411857	0.414795649073411	-6.83892977716024
HYAL2	-0.0301565983288945	6.65652554664959	-0.885737248321804	0.376364697188198	0.415322648059936	-6.83975297831158
POLR1B	-0.0293917744870091	5.0935128911807	-0.885643749280209	0.376415024459762	0.415332822088328	-6.83983541351445
MARCH1	0.0381106094386886	3.72365531600526	0.885629020871896	0.376422952628223	0.415332822088328	-6.83984839830508
ABHD10	-0.0273267689369356	6.47201701182067	-0.885489327245491	0.376498153583935	0.415388740504876	-6.83997154365932
SLC25A29	-0.0322912017871204	6.08197413419095	-0.885247391335288	0.376628416419065	0.415505397208659	-6.84018477380585
DNAJB2	0.0295182268214586	5.79575277852887	0.884176066962108	0.3772055730844	0.416115030479925	-6.84112828809866
ZCCHC18	-0.0422860132556544	3.96301409315527	-0.883899859869755	0.37735446341685	0.416252172317603	-6.84137135897769
MSX1	0.0572595421769915	5.00952216167103	0.883517799349578	0.377560474343763	0.416452300780268	-6.84170745956244
AKR1E2	0.0377485594634805	4.05490955849772	0.882401743689124	0.378162661491112	0.417089360352851	-6.84268843090932
ZNF572	-0.0286492276227999	3.08555531379897	-0.882158490668947	0.378293991677221	0.417207045508602	-6.84290207740369
CSTF2T	0.0348219336709156	5.47067066761534	0.882046164095198	0.378354645334142	0.417246773775169	-6.84300071282556
GTPBP10	0.028857516921533	4.16362940709862	0.880868153815272	0.378991104840992	0.417921450072022	-6.84403438571441
TDRD9	-0.0472811565624544	3.56850125571485	-0.880697351316494	0.379083441500494	0.417996061903168	-6.84418414623153
CD24	-0.136858834902138	9.75259706449998	-0.880616426854288	0.379127194510244	0.418017096784922	-6.84425509112525
NAF1	-0.0367475271150524	5.18506242170201	-0.880459570659967	0.379212010021132	0.418058398906994	-6.84439258540162
SELENOT	0.0343986679764174	8.43055519319627	0.880455869119677	0.379214011664986	0.418058398906994	-6.84439582973896
CD28	0.0709793923249371	3.83669023315525	0.878532825230366	0.380254798798235	0.419178518360259	-6.84607950901867
ADAM20	-0.0276844168002649	4.11817907546417	-0.877033413219724	0.381067530342231	0.420021982748707	-6.84738974359355
NCK2	0.0267559948118926	7.15634680334667	0.877029724879779	0.381069530865695	0.420021982748707	-6.84739296383659
LIN54	0.0219559887243302	3.73420181914866	0.875771623290719	0.381752291989975	0.42072547383638	-6.84849060975013
ZNF215	-0.0413435168354378	3.49771701800607	-0.875762118057831	0.381757453266765	0.42072547383638	-6.84849889673416
SH2B2	0.0272765294566363	5.64421236141839	0.875663238406306	0.381811146794653	0.420757274700847	-6.84858509805295
STK35	-0.0282827745365053	4.24686675334526	-0.875399803619872	0.381954219592781	0.420887561302395	-6.84881470797308
VN1R10P	-0.0184878882745812	2.4319737945785	-0.874955966129404	0.382195344714312	0.42112587091586	-6.84920140143073
IRAK1	0.0293313808645054	5.30115185193195	0.87477050658551	0.382296127722004	0.421209522186065	-6.84936292523788
RPS19BP1	-0.0320998389913951	6.80116536231772	-0.874549386935405	0.382416310641035	0.421314535786884	-6.84955546224063
DDX52	0.0320840637956021	4.63441976598744	0.874296868702957	0.38255358776003	0.421438367474469	-6.84977527986945
SLCO4A1-AS1	0.0358149811036985	4.68311367872103	0.872787591173422	0.383374712420419	0.422315491507471	-6.85108779119955
PDE1B	-0.0368673963484996	4.49307481250086	-0.871612936944934	0.384014534318234	0.422992796108387	-6.85210774197757
RTN1	-0.078591751354593	5.71635903717202	-0.869864661259417	0.384968016251564	0.4240154873408	-6.85362323493916
CD3E	0.0653033840387433	5.15178387693079	0.869708503151245	0.385053253072072	0.424081796179761	-6.85375845321914
C12orf57	-0.0335807874518164	8.43014093172952	-0.86945541361805	0.38519142322132	0.424187498576734	-6.85397755369001
SLC35D3	0.0415977393587396	4.1478683920235	0.869427402160922	0.385206717494925	0.424187498576734	-6.85400179940132
FOLR1	-0.0798545183724749	4.62286344717516	-0.869395110258726	0.385224349356817	0.424187498576734	-6.85402974914699
PGGT1B	0.0365815880705102	5.08082480819646	0.86818234375299	0.385886896626491	0.424889439639438	-6.85507869165452
STAT4	-0.0723450204676435	5.42155556242171	-0.866771767070252	0.386658388315631	0.425711237362979	-6.85629688951784
PNN	0.0404039293822448	5.81505639991341	0.866524586919822	0.386793676695185	0.425832513369496	-6.85651015537781
RHOBTB2	-0.0239124894802077	4.82306846218609	-0.866253255777484	0.386942216954976	0.425968362049473	-6.85674418886755
TMEM245	0.0344290526238875	7.58109115496024	0.866149948568875	0.386998781680958	0.426002947668817	-6.856833276104
ZNF212	0.03084501396156	6.3944296237633	0.866071302103002	0.387041847084289	0.426022669890049	-6.85690108999293
FUK	-0.0288988607774357	5.59668649328364	-0.865512352986942	0.387348002226062	0.426331957488759	-6.85738287414765
FGA	-0.0893280381554029	3.42238142192871	-0.865070148700838	0.387590317356557	0.426570944387998	-6.85776381108948
MMP15	-0.0413740314840365	5.14091052300304	-0.863783369521408	0.388295962801361	0.427319795352111	-6.85887120443923
RELT	0.0298409901021289	5.24061406360616	0.863301383947822	0.388560476789231	0.427583115292293	-6.85928557536144
VARS	-0.0309215958579002	5.1225289202575	-0.862714682427237	0.388882607622167	0.427909800137675	-6.85978966152084
WRNIP1	0.0203819254889555	4.37014912226745	0.861571438655644	0.389510779060161	0.428573174673884	-6.86077094107746
NOC2L	-0.0350102345293952	5.25515535979732	-0.861491720536313	0.389554604414008	0.428593557106794	-6.86083931714545
NKX3-1	-0.0303373133649114	4.51192591493689	-0.861151503827862	0.389741673762551	0.42877152575254	-6.8611310580387
TRAPPC2	0.0264954996666249	3.04714187066963	0.860956608867827	0.389848862152083	0.428861596522909	-6.86129813167378
ANKRD37	0.0637543879589685	6.52616798749974	0.859619910702306	0.39058450486122	0.429642955347342	-6.86244300088916
MAP3K3	0.0339388921825061	5.62579527227374	0.859445745199319	0.390680417989831	0.429720555856615	-6.86259204154292
TTC30A	0.0340989764428285	4.40324907319743	0.858956410743101	0.390949971891721	0.429989126337213	-6.86301062441881
ZNF570	-0.0263113978342529	3.95770678052196	-0.858715263552069	0.391082851516876	0.430107349522553	-6.86321681745339
KLRD1	-0.0512883039857041	3.52582054225693	-0.85809806995216	0.391423069882496	0.430453570748473	-6.86374428656633
TADA2A	0.0255672377312249	4.79817212131307	0.856175316669736	0.392484113746478	0.431592397719268	-6.86538509880137
FER1L6-AS1	-0.0163623287297481	2.60753141916989	-0.8555384713371	0.392835933461023	0.431951234118507	-6.86592775288894
CCL4	0.0819266238552471	5.09599019928065	0.855234282166026	0.393004047865246	0.432108039906358	-6.86618680970988
EMILIN2	-0.02811799058231	4.94497237420263	-0.854635068495299	0.393335339732125	0.432444227353465	-6.86669685008391
GCHFR	0.0501369834985999	5.50011347023687	0.854241730006098	0.393552900137345	0.43265533962792	-6.86703145950538
